2025-10-05 05:20:18 - __main__ - INFO - Initializing AI System Monitor...
2025-10-05 05:58:59 - __main__ - INFO - Collecting initial data: 385/720
2025-10-05 05:59:05 - __main__ - INFO - Collecting initial data: 386/720
2025-10-05 05:59:12 - __main__ - INFO - Collecting initial data: 387/720
2025-10-05 05:59:18 - __main__ - INFO - Collecting initial data: 388/720
2025-10-05 05:59:24 - __main__ - INFO - Collecting initial data: 389/720
2025-10-05 05:59:30 - __main__ - INFO - Collecting initial data: 390/720
2025-10-05 05:59:36 - __main__ - INFO - Collecting initial data: 391/720
2025-10-05 05:59:42 - __main__ - INFO - Collecting initial data: 392/720
2025-10-05 05:59:48 - __main__ - INFO - Collecting initial data: 393/720
2025-10-05 05:59:54 - __main__ - INFO - Collecting initial data: 394/720
2025-10-05 06:00:00 - __main__ - INFO - Collecting initial data: 395/720
2025-10-05 06:00:06 - __main__ - INFO - Collecting initial data: 396/720
2025-10-05 06:00:12 - __main__ - INFO - Collecting initial data: 397/720
2025-10-05 06:00:18 - __main__ - INFO - Collecting initial data: 398/720
2025-10-05 06:00:24 - __main__ - INFO - Collecting initial data: 399/720
2025-10-05 06:00:30 - __main__ - INFO - Collecting initial data: 400/720
2025-10-05 06:00:36 - __main__ - INFO - Collecting initial data: 401/720
2025-10-05 06:00:43 - __main__ - INFO - Collecting initial data: 402/720
2025-10-05 06:00:49 - __main__ - INFO - Collecting initial data: 403/720
2025-10-05 06:00:55 - __main__ - INFO - Collecting initial data: 404/720
2025-10-05 06:00:59 - __main__ - INFO - Received signal 2, shutting down gracefully...
2025-10-05 06:01:00 - __main__ - INFO - Shutting down AI System Monitor...
2025-10-05 06:01:00 - __main__ - INFO - Final statistics:
2025-10-05 06:01:00 - __main__ - INFO -   - Total iterations: 404
2025-10-05 06:01:00 - __main__ - INFO -   - Anomalies detected: 0
2025-10-05 06:01:00 - __main__ - INFO -   - Healing actions performed: 0
2025-10-05 06:01:00 - __main__ - INFO - Goodbye! 👋
2025-10-05 06:12:33 - __main__ - INFO - Initializing AI System Monitor...
2025-10-05 06:12:33 - monitoring.system_monitor - INFO - Loaded 404 existing metrics from data/metrics/metrics.csv
2025-10-05 06:12:33 - __main__ - INFO - AI System Monitor initialized successfully
2025-10-05 06:12:33 - __main__ - INFO - Starting monitoring loop...
2025-10-05 06:12:35 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:12:35 - __main__ - INFO - Collecting initial data: 405/720
2025-10-05 06:12:41 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:12:41 - __main__ - INFO - Collecting initial data: 406/720
2025-10-05 06:12:47 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:12:47 - __main__ - INFO - Collecting initial data: 407/720
2025-10-05 06:12:53 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:12:53 - __main__ - INFO - Collecting initial data: 408/720
2025-10-05 06:12:59 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:12:59 - __main__ - INFO - Collecting initial data: 409/720
2025-10-05 06:13:05 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:13:05 - __main__ - INFO - Collecting initial data: 410/720
2025-10-05 06:13:11 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:13:11 - __main__ - INFO - Collecting initial data: 411/720
2025-10-05 06:13:17 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:13:17 - __main__ - INFO - Collecting initial data: 412/720
2025-10-05 06:13:23 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:13:23 - __main__ - INFO - Collecting initial data: 413/720
2025-10-05 06:13:29 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:13:29 - __main__ - INFO - Collecting initial data: 414/720
2025-10-05 06:13:35 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:13:35 - __main__ - INFO - Collecting initial data: 415/720
2025-10-05 06:13:41 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:13:41 - __main__ - INFO - Collecting initial data: 416/720
2025-10-05 06:13:47 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:13:47 - __main__ - INFO - Collecting initial data: 417/720
2025-10-05 06:13:53 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:13:53 - __main__ - INFO - Collecting initial data: 418/720
2025-10-05 06:13:59 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:13:59 - __main__ - INFO - Collecting initial data: 419/720
2025-10-05 06:14:05 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:14:05 - __main__ - INFO - Collecting initial data: 420/720
2025-10-05 06:14:11 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:14:11 - __main__ - INFO - Collecting initial data: 421/720
2025-10-05 06:14:17 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:14:17 - __main__ - INFO - Collecting initial data: 422/720
2025-10-05 06:14:24 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:14:24 - __main__ - INFO - Collecting initial data: 423/720
2025-10-05 06:14:30 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:14:30 - __main__ - INFO - Collecting initial data: 424/720
2025-10-05 06:14:33 - __main__ - INFO - Received signal 2, shutting down gracefully...
2025-10-05 06:14:35 - __main__ - INFO - Shutting down AI System Monitor...
2025-10-05 06:14:35 - __main__ - INFO - Final statistics:
2025-10-05 06:14:35 - __main__ - INFO -   - Total iterations: 20
2025-10-05 06:14:35 - __main__ - INFO -   - Anomalies detected: 0
2025-10-05 06:14:35 - __main__ - INFO -   - Healing actions performed: 0
2025-10-05 06:14:35 - __main__ - INFO - Goodbye! 👋
2025-10-05 06:15:38 - __main__ - INFO - Initializing AI System Monitor...
2025-10-05 06:15:38 - monitoring.system_monitor - INFO - Loaded 424 existing metrics from data/metrics/metrics.csv
2025-10-05 06:15:38 - __main__ - INFO - AI System Monitor initialized successfully
2025-10-05 06:15:38 - __main__ - INFO - Starting monitoring loop...
2025-10-05 06:15:39 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:15:39 - __main__ - INFO - Collecting initial data: 425/720
2025-10-05 06:15:45 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:15:45 - __main__ - INFO - Collecting initial data: 426/720
2025-10-05 06:15:51 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:15:51 - __main__ - INFO - Collecting initial data: 427/720
2025-10-05 06:15:57 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:15:57 - __main__ - INFO - Collecting initial data: 428/720
2025-10-05 06:16:03 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:16:03 - __main__ - INFO - Collecting initial data: 429/720
2025-10-05 06:16:09 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:16:09 - __main__ - INFO - Collecting initial data: 430/720
2025-10-05 06:16:15 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:16:15 - __main__ - INFO - Collecting initial data: 431/720
2025-10-05 06:16:21 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:16:21 - __main__ - INFO - Collecting initial data: 432/720
2025-10-05 06:16:27 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:16:27 - __main__ - INFO - Collecting initial data: 433/720
2025-10-05 06:16:34 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:16:34 - __main__ - INFO - Collecting initial data: 434/720
2025-10-05 06:16:40 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:16:40 - __main__ - INFO - Collecting initial data: 435/720
2025-10-05 06:16:46 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:16:46 - __main__ - INFO - Collecting initial data: 436/720
2025-10-05 06:16:52 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:16:52 - __main__ - INFO - Collecting initial data: 437/720
2025-10-05 06:16:58 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:16:58 - __main__ - INFO - Collecting initial data: 438/720
2025-10-05 06:17:04 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:17:04 - __main__ - INFO - Collecting initial data: 439/720
2025-10-05 06:17:10 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:17:10 - __main__ - INFO - Collecting initial data: 440/720
2025-10-05 06:17:16 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:17:16 - __main__ - INFO - Collecting initial data: 441/720
2025-10-05 06:17:22 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:17:22 - __main__ - INFO - Collecting initial data: 442/720
2025-10-05 06:17:28 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:17:28 - __main__ - INFO - Collecting initial data: 443/720
2025-10-05 06:17:34 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:17:34 - __main__ - INFO - Collecting initial data: 444/720
2025-10-05 06:17:40 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:17:40 - __main__ - INFO - Collecting initial data: 445/720
2025-10-05 06:17:46 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:17:46 - __main__ - INFO - Collecting initial data: 446/720
2025-10-05 06:17:52 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:17:52 - __main__ - INFO - Collecting initial data: 447/720
2025-10-05 06:17:58 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:17:58 - __main__ - INFO - Collecting initial data: 448/720
2025-10-05 06:18:04 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:18:04 - __main__ - INFO - Collecting initial data: 449/720
2025-10-05 06:18:10 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:18:10 - __main__ - INFO - Collecting initial data: 450/720
2025-10-05 06:18:17 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:18:17 - __main__ - INFO - Collecting initial data: 451/720
2025-10-05 06:18:23 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:18:23 - __main__ - INFO - Collecting initial data: 452/720
2025-10-05 06:18:29 - monitoring.system_monitor - ERROR - Error cleaning old metrics: time data "2025-10-05T06:12:33.983812" doesn't match format "%Y-%m-%d %H:%M:%S.%f", at position 404. You might want to try:
    - passing `format` if your strings have a consistent format;
    - passing `format='ISO8601'` if your strings are all ISO8601 but not necessarily in exactly the same format;
    - passing `format='mixed'`, and the format will be inferred for each element individually. You might want to use `dayfirst` alongside this.
2025-10-05 06:18:29 - __main__ - INFO - Collecting initial data: 453/720
2025-10-05 06:18:34 - __main__ - INFO - Received signal 2, shutting down gracefully...
2025-10-05 06:18:34 - __main__ - INFO - Shutting down AI System Monitor...
2025-10-05 06:18:34 - __main__ - INFO - Final statistics:
2025-10-05 06:18:34 - __main__ - INFO -   - Total iterations: 29
2025-10-05 06:18:34 - __main__ - INFO -   - Anomalies detected: 0
2025-10-05 06:18:34 - __main__ - INFO -   - Healing actions performed: 0
2025-10-05 06:18:34 - __main__ - INFO - Goodbye! 👋
